,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
179,"Census Tract 1375.02, Los Angeles County, California",4823.00,1833.00,1118.00,8.30,39.00,2.62,3.29,8.60,0.00,0.00,0.00,0.80,9.50,79.50,0.60,77.40,23.60,9.30,3.80,57.50,11.00,8.80,8.50,23.20,0.00,4.00,7.40,8.40,19.70,153957.00,33.30,0.40,1.90,30.60,59669.00,95970.00,57953.00,78.50,78.50,4.30,1.00,0.00,17.20,2029.00,90.30,2.60,7.00,2029.00,06,037,137502,9.30,0.00,4.00,10.10,1833.00,62.90,680.00,2.84,4.60,18.80,0.70,0.00,0.00,79.50,3359.00,2343.00,7.40,20.40,1.50,4.00,76.40,4823.00,209,3480,high,0.04
180,"Census Tract 1375.04, Los Angeles County, California",2073.00,694.00,542.00,5.90,21.90,2.99,3.13,10.90,26.00,0.00,12.50,0.80,6.00,83.30,0.70,75.80,29.00,6.20,2.80,67.90,6.60,11.60,8.60,20.80,0.50,0.00,3.50,4.90,37.20,235979.00,46.70,2.20,1.00,36.20,63733.00,101838.00,74891.00,85.40,85.40,1.00,1.10,0.00,-666666666.00,735.00,94.40,1.00,48.60,735.00,06,037,137504,0.00,0.00,0.00,0.00,694.00,97.40,18.00,2.92,4.50,26.90,0.00,0.00,0.00,17.60,3668.00,3501.00,5.10,34.20,0.80,1.10,96.00,2073.00,383,526,low,0.18
181,"Census Tract 1397.02, Los Angeles County, California",6230.00,2200.00,1747.00,5.40,20.60,2.83,3.10,5.70,0.00,0.00,0.00,1.80,4.40,94.00,0.00,70.00,32.60,7.20,4.70,63.70,8.40,10.40,16.60,23.50,0.00,0.80,4.20,5.00,53.80,272490.00,42.60,0.00,0.00,56.20,79477.00,159780.00,70907.00,86.60,86.60,2.90,2.60,0.00,0.00,2316.00,95.00,0.40,0.00,2316.00,06,037,139702,0.00,0.40,0.00,0.00,2200.00,92.90,156.00,2.74,3.00,25.10,0.50,0.00,0.00,12.60,4001.00,3501.00,5.10,28.70,0.20,1.20,92.10,6230.00,884,1384,low,0.14
182,"Census Tract 1435, Los Angeles County, California",5241.00,2310.00,1314.00,12.90,43.10,2.26,2.79,11.00,53.00,0.00,100.00,2.50,5.80,83.80,0.60,86.20,18.40,10.30,9.80,58.20,9.00,10.10,8.80,16.00,0.00,4.80,10.00,12.60,16.30,122693.00,18.90,1.90,6.50,21.50,64201.00,82109.00,73029.00,81.40,81.40,4.20,7.40,8.20,38.20,2480.00,93.10,0.00,0.00,2480.00,06,037,143500,13.80,3.50,0.40,1.20,2310.00,40.80,1367.00,2.56,7.60,27.80,0.00,0.00,1.20,38.30,3818.00,2065.00,4.40,14.10,2.10,2.30,81.10,5241.00,119,1635,high,0.02
183,"Census Tract 1814, Los Angeles County, California",4669.00,1585.00,1024.00,12.40,35.40,2.80,3.48,7.10,14.00,0.00,9.30,6.90,7.20,87.80,2.20,57.00,56.10,4.30,7.80,45.90,15.00,9.70,7.20,10.20,0.00,5.40,9.50,8.60,5.20,83198.00,25.50,1.80,7.60,5.80,31766.00,53210.00,36188.00,65.50,65.50,6.30,7.50,22.80,9.50,1703.00,93.10,0.00,0.00,1703.00,06,037,181400,32.40,0.00,2.10,12.20,1585.00,29.10,1123.00,2.98,3.80,29.60,0.00,0.00,0.00,75.50,2819.00,1487.00,5.50,20.10,0.00,0.40,47.50,4669.00,87,2125,high,0.02
184,"Census Tract 1894, Los Angeles County, California",3247.00,1645.00,717.00,7.70,56.40,1.96,2.60,13.70,15.00,100.00,0.00,0.00,2.20,89.70,0.20,86.80,11.70,17.30,7.90,76.70,7.00,3.50,8.90,23.10,0.00,2.80,2.10,9.30,41.90,207465.00,21.90,0.60,0.00,53.00,75895.00,96538.00,92083.00,86.00,86.00,5.00,1.10,0.00,10.50,2040.00,80.60,2.80,0.00,2040.00,06,037,189400,0.40,0.00,3.70,3.30,1645.00,59.60,664.00,2.18,4.00,22.30,0.00,0.90,0.00,26.40,4001.00,1946.00,5.20,17.00,0.40,2.20,87.20,3247.00,144,1098,low,0.04
185,"Census Tract 1852.02, Los Angeles County, California",3729.00,1386.00,772.00,10.20,44.30,2.69,3.65,7.90,18.00,5.30,0.00,8.20,3.20,93.00,0.50,71.30,53.40,5.90,7.00,47.90,22.40,7.10,4.60,13.20,0.00,3.20,8.30,11.80,10.80,100115.00,20.70,6.70,17.00,14.20,41184.00,42000.00,46656.00,60.70,60.70,7.50,11.40,21.10,31.40,1440.00,96.30,0.00,0.00,1440.00,06,037,185202,11.00,0.00,5.80,1.10,1386.00,48.20,718.00,2.87,6.20,21.10,0.90,1.20,0.90,77.50,2246.00,1393.00,7.70,16.30,0.50,0.00,61.10,3729.00,120,1280,low,0.03
186,"Census Tract 1883, Los Angeles County, California",3955.00,1425.00,950.00,10.10,33.30,2.77,3.25,9.80,0.00,0.00,0.00,5.90,9.00,91.70,0.00,58.60,51.10,4.40,9.80,55.00,19.00,5.70,5.20,10.60,0.00,0.60,4.80,14.70,9.80,115281.00,31.10,0.60,0.60,8.10,41868.00,57628.00,47636.00,71.80,71.80,6.80,5.80,0.00,53.30,1529.00,93.20,0.00,0.00,1529.00,06,037,188300,0.00,0.00,5.60,0.50,1425.00,45.80,773.00,3.09,4.80,22.70,0.00,0.00,0.00,63.70,2947.00,1589.00,7.30,18.80,1.30,0.40,45.70,3955.00,90,844,low,0.02
187,"Census Tract 1899.02, Los Angeles County, California",5117.00,3025.00,748.00,3.90,75.30,1.69,2.48,19.30,20.00,-666666666.00,-666666666.00,3.50,4.90,79.60,1.20,60.10,40.90,6.60,8.60,61.10,15.60,5.10,8.10,21.30,0.40,5.90,9.20,7.70,4.70,83453.00,9.20,2.80,2.30,5.70,42974.00,67873.00,44667.00,70.10,70.10,8.90,1.30,41.70,30.30,3244.00,93.20,0.00,2.00,3244.00,06,037,189902,56.30,1.20,14.50,16.20,3025.00,3.60,2916.00,2.09,4.90,15.20,0.00,0.00,0.00,16.50,2350.00,1643.00,0.50,10.40,0.40,0.60,78.10,5117.00,36,2455,high,0.01
188,"Census Tract 2913, Los Angeles County, California",2873.00,1046.00,732.00,11.50,30.00,2.75,3.26,6.00,0.00,5.90,26.50,8.60,7.40,93.00,0.00,76.60,38.50,3.10,2.10,33.60,11.60,9.90,5.20,9.80,0.50,0.30,7.40,11.10,3.30,91169.00,38.20,0.00,2.00,3.30,42625.00,51915.00,64958.00,74.00,74.00,3.90,2.30,7.90,12.00,1103.00,94.80,1.00,0.00,1103.00,06,037,291300,12.60,5.00,3.30,2.00,1046.00,75.50,256.00,2.87,2.80,21.40,0.50,0.40,0.00,43.20,2155.00,1275.00,5.40,25.10,0.00,1.60,32.90,2873.00,235,2000,high,0.08
189,"Census Tract 2941.20, Los Angeles County, California",2545.00,581.00,530.00,29.40,8.80,4.38,4.43,5.80,28.00,0.00,16.40,16.30,3.90,83.90,0.20,64.10,79.90,1.10,15.10,12.10,19.20,8.80,6.30,7.40,0.00,8.30,13.10,8.10,1.00,66337.00,25.50,8.40,20.30,1.10,22646.00,31154.00,27292.00,31.60,31.60,17.90,24.30,48.00,50.00,590.00,98.50,0.00,0.00,590.00,06,037,294120,0.00,0.00,3.10,9.00,581.00,48.50,299.00,4.40,5.70,19.10,0.00,3.20,1.80,6.70,1882.00,1215.00,9.10,9.70,1.80,0.30,54.30,2545.00,156,1155,low,0.06
190,"Census Tract 2945.20, Los Angeles County, California",3779.00,928.00,769.00,19.80,17.10,4.06,4.52,3.70,33.00,1.50,19.40,19.20,5.20,90.30,0.30,62.80,81.00,1.20,7.60,10.60,21.40,9.30,3.00,11.70,0.50,1.50,8.00,12.40,2.60,61593.00,22.00,6.60,21.10,3.10,25342.00,32206.00,32563.00,44.40,44.40,15.20,16.60,12.80,35.80,953.00,97.40,0.00,0.00,953.00,06,037,294520,9.20,0.00,6.10,6.60,928.00,35.00,603.00,4.51,3.00,26.20,1.50,0.00,5.20,19.70,2219.00,1213.00,9.60,7.90,0.00,0.00,61.80,3779.00,48,1497,low,0.01
191,"Census Tract 2948.20, Los Angeles County, California",3631.00,897.00,736.00,21.50,17.90,4.05,4.37,6.90,82.00,0.00,5.50,21.50,3.10,88.60,0.30,50.00,91.50,0.20,12.60,9.00,24.00,13.90,1.10,11.30,1.50,2.80,22.00,10.30,2.80,53705.00,12.30,10.50,26.20,3.40,22225.00,29306.00,24000.00,23.60,23.60,23.90,21.10,20.00,32.70,946.00,94.80,0.00,3.10,946.00,06,037,294820,7.60,0.00,9.40,14.10,897.00,9.80,809.00,4.43,3.80,29.00,0.00,0.00,5.70,5.70,2297.00,1024.00,8.90,7.50,0.00,0.00,54.80,3631.00,38,2115,high,0.01
192,"Census Tract 2962.20, Los Angeles County, California",4405.00,1650.00,995.00,32.10,39.70,2.67,3.48,6.50,0.00,0.00,22.40,11.10,10.80,89.70,0.20,69.20,63.30,0.50,7.30,19.50,34.50,8.00,4.70,12.90,0.00,15.80,15.60,6.20,5.50,61158.00,21.60,8.50,24.70,4.50,20880.00,31375.00,25814.00,28.40,28.40,6.10,34.50,0.00,55.20,1862.00,88.60,0.00,3.40,1862.00,06,037,296220,51.00,0.00,5.60,5.10,1650.00,6.50,1543.00,1.99,5.30,33.70,0.00,0.00,6.50,16.80,2389.00,841.00,4.70,15.80,0.50,0.60,32.60,4405.00,53,3280,high,0.01
193,"Census Tract 2973, Los Angeles County, California",2370.00,771.00,615.00,9.30,20.20,3.03,3.41,3.50,0.00,0.00,0.00,5.80,10.40,80.90,0.50,88.40,18.00,10.80,7.60,44.30,10.80,6.20,2.70,16.80,0.00,2.90,3.20,11.00,14.40,105452.00,23.30,0.00,2.70,13.30,54659.00,89028.00,49327.00,87.90,87.90,2.00,5.40,5.60,0.00,871.00,88.50,0.00,5.10,871.00,06,037,297300,6.50,0.00,2.30,5.40,771.00,47.20,407.00,2.87,4.70,14.70,0.00,0.00,0.00,78.60,3288.00,2135.00,13.10,18.10,3.00,0.80,82.80,2370.00,123,540,low,0.05
194,"Census Tract 3009.01, Los Angeles County, California",6193.00,2144.00,1704.00,7.20,20.50,2.89,3.26,3.20,0.00,0.00,0.00,2.10,7.70,95.10,0.00,58.50,47.10,4.60,4.30,71.40,8.50,7.70,12.10,11.50,0.00,1.70,2.60,7.30,34.10,167712.00,37.60,1.10,0.70,38.60,74408.00,106204.00,102741.00,75.00,75.00,7.90,0.90,0.00,0.00,2361.00,90.80,0.00,0.00,2361.00,06,037,300901,2.00,0.00,0.00,0.00,2144.00,84.70,327.00,3.03,2.40,38.00,0.00,0.00,0.00,55.40,3606.00,2120.00,5.40,26.90,0.00,4.00,74.50,6193.00,694,2,low,0.11
196,"Census Tract 4006.04, Los Angeles County, California",3616.00,1159.00,809.00,10.70,30.20,3.10,3.62,8.80,0.00,0.00,0.00,4.40,7.10,93.50,0.10,68.70,50.50,2.40,6.80,48.60,20.90,7.90,3.70,11.90,0.00,6.00,8.40,14.20,12.10,117222.00,16.00,3.40,4.10,14.30,37115.00,67471.00,58224.00,64.80,64.80,7.10,13.60,10.40,50.90,1283.00,90.30,0.00,0.00,1283.00,06,037,400604,8.30,5.70,0.00,1.60,1159.00,68.00,371.00,2.79,3.50,29.20,0.00,0.00,0.00,41.90,2572.00,1350.00,8.70,14.50,0.70,0.40,55.00,3616.00,482,2,low,0.13
197,"Census Tract 4016.02, Los Angeles County, California",6071.00,1942.00,1490.00,18.90,23.30,3.07,3.51,4.80,11.00,0.00,4.90,6.40,9.70,83.10,0.20,86.20,27.80,8.00,7.70,39.20,18.30,16.90,7.80,8.80,0.00,2.20,7.40,10.60,6.40,87477.00,23.40,1.30,6.80,6.40,38484.00,60399.00,47464.00,62.90,62.90,7.10,6.30,0.00,23.10,2002.00,97.00,0.00,2.20,2002.00,06,037,401602,7.20,2.50,2.20,0.70,1942.00,55.10,872.00,3.25,4.00,22.20,1.90,0.00,0.90,51.90,2201.00,1541.00,5.80,13.30,0.10,3.00,78.90,6071.00,202,1,low,0.03
198,"Census Tract 1011.10, Los Angeles County, California",4314.00,1596.00,1000.00,16.50,37.30,2.64,3.31,7.30,0.00,4.40,21.90,10.50,10.50,92.80,0.00,64.50,52.60,4.10,7.70,34.80,19.30,2.80,9.00,9.50,1.30,6.90,9.10,17.40,2.80,74501.00,23.70,5.30,10.50,4.40,36458.00,50735.00,41090.00,52.00,52.00,13.20,12.50,0.00,19.90,1743.00,91.60,0.00,2.10,1743.00,06,037,101110,4.50,0.00,3.80,2.00,1596.00,48.10,829.00,2.63,2.80,40.50,0.00,0.00,2.20,34.40,2270.00,1609.00,5.20,21.00,0.70,0.30,79.10,4314.00,114,1559,low,0.03
199,"Census Tract 1032, Los Angeles County, California",6726.00,2274.00,1672.00,16.80,26.50,2.84,3.28,5.50,71.00,4.70,0.00,7.50,6.60,91.50,0.10,70.30,37.20,6.10,2.80,45.60,13.50,9.80,10.70,12.90,0.00,1.20,12.30,8.60,7.40,91941.00,37.10,0.40,6.10,8.00,46824.00,63480.00,54966.00,62.00,62.00,7.30,12.00,62.30,100.00,2349.00,96.80,0.00,4.70,2349.00,06,037,103200,13.50,0.00,0.60,1.70,2274.00,63.40,832.00,3.17,2.60,34.10,1.20,0.00,0.00,52.60,2524.00,1141.00,6.40,28.40,0.00,0.00,90.10,6726.00,741,2286,high,0.11
200,"Census Tract 1041.03, Los Angeles County, California",3647.00,845.00,709.00,16.40,16.10,4.18,4.53,5.20,0.00,3.30,0.00,11.30,9.30,97.40,0.20,60.00,63.20,1.00,1.60,28.10,12.60,13.30,3.20,5.70,0.00,0.80,2.40,18.00,5.80,85779.00,34.30,5.30,8.00,4.70,30163.00,41333.00,30878.00,66.70,66.70,6.60,4.90,0.00,37.30,877.00,96.40,0.00,0.00,877.00,06,037,104103,0.00,0.00,0.00,1.60,845.00,83.40,140.00,4.21,1.40,27.60,0.00,1.10,0.90,19.30,2160.00,1992.00,5.50,16.20,0.00,0.00,64.80,3647.00,94,920,low,0.03
201,"Census Tract 1066.03, Los Angeles County, California",3222.00,969.00,861.00,12.40,11.10,3.28,3.41,4.20,0.00,16.90,0.00,4.10,7.60,90.50,0.30,58.50,53.00,3.20,4.00,52.40,8.90,7.60,7.10,24.70,0.00,1.00,1.20,12.50,21.90,130743.00,36.40,0.70,0.80,22.40,50000.00,76000.00,52788.00,79.40,79.40,3.60,0.80,0.00,0.00,1007.00,96.20,4.40,0.00,1007.00,06,037,106603,0.00,0.70,1.00,0.00,969.00,85.90,137.00,3.06,5.00,25.00,0.00,0.00,1.90,88.90,3072.00,3375.00,4.30,23.40,0.00,4.50,73.00,3222.00,1530,926,low,0.47
202,"Census Tract 1081.02, Los Angeles County, California",3677.00,1217.00,1040.00,8.60,14.50,3.01,3.26,2.70,0.00,0.00,0.00,6.00,3.80,90.60,2.20,52.10,58.00,4.50,6.60,58.00,8.30,11.70,14.20,14.40,0.00,4.40,3.90,16.80,13.00,109893.00,41.00,3.50,0.90,13.60,41019.00,67031.00,57500.00,75.90,75.90,2.30,8.70,14.30,84.60,1271.00,95.80,0.00,0.00,1271.00,06,037,108102,0.40,0.00,0.00,0.90,1217.00,87.00,158.00,3.04,0.70,27.20,0.00,0.00,0.00,72.00,3174.00,2534.00,4.90,27.90,0.00,2.20,53.60,3677.00,218,1100,low,0.06
203,"Census Tract 1096.01, Los Angeles County, California",4938.00,1267.00,1156.00,15.20,8.80,3.89,4.07,2.30,49.00,0.00,10.30,7.20,12.30,96.30,0.40,69.60,54.50,1.20,9.60,31.70,18.00,6.00,4.30,9.60,0.00,2.00,2.50,20.70,3.90,96910.00,36.40,5.50,6.20,4.30,36584.00,51500.00,60193.00,76.30,76.30,9.30,4.30,0.00,29.80,1340.00,94.60,0.00,11.40,1340.00,06,037,109601,1.60,0.00,0.00,1.00,1267.00,82.80,218.00,3.88,0.90,24.80,0.00,0.00,0.60,37.10,2301.00,2746.00,7.00,17.60,0.90,0.80,50.60,4938.00,221,1857,high,0.04
204,"Census Tract 1097, Los Angeles County, California",4568.00,1350.00,1017.00,10.70,24.70,3.33,3.61,11.10,0.00,0.00,22.60,3.20,8.70,93.30,0.00,65.40,46.70,3.90,9.50,45.40,17.40,11.40,13.00,7.40,0.70,1.70,5.20,22.80,3.20,105180.00,21.50,0.00,0.00,4.10,39813.00,46807.00,58942.00,75.60,75.60,8.60,5.40,0.00,45.20,1393.00,96.90,1.40,0.00,1393.00,06,037,109700,8.00,0.00,0.00,0.00,1350.00,85.60,194.00,3.25,2.30,24.60,0.00,0.00,0.00,54.20,2562.00,2306.00,3.60,15.90,0.20,0.50,47.40,4568.00,158,1731,high,0.03
205,"Census Tract 1112.01, Los Angeles County, California",3485.00,1128.00,835.00,6.80,26.00,3.08,3.57,5.70,32.00,0.70,5.00,5.60,6.60,94.70,0.00,64.80,52.60,6.80,6.90,38.20,14.00,7.50,7.90,13.40,0.00,0.60,6.20,17.90,9.50,111508.00,32.60,0.00,4.70,11.90,33883.00,52008.00,51393.00,74.20,74.20,10.20,5.30,0.00,0.00,1156.00,97.60,0.00,13.10,1156.00,06,037,111201,0.00,0.00,0.00,1.40,1128.00,88.80,126.00,3.16,0.00,14.50,0.80,0.00,1.60,64.30,2601.00,2179.00,7.30,21.30,0.40,0.50,70.00,3485.00,191,1508,low,0.05
206,"Census Tract 1132.32, Los Angeles County, California",4358.00,1390.00,1081.00,7.90,22.20,2.99,3.45,2.80,0.00,0.00,0.00,5.60,13.50,91.90,0.00,66.30,37.70,5.70,2.20,55.00,13.00,8.00,12.00,13.60,0.00,0.60,3.70,13.70,23.00,159037.00,37.80,0.70,0.00,27.80,59063.00,94194.00,74750.00,77.90,77.90,5.50,0.00,0.00,0.00,1419.00,98.00,0.00,0.00,1419.00,06,037,113232,2.00,0.00,0.60,1.30,1390.00,85.50,202.00,2.94,5.00,17.90,0.00,0.00,0.00,88.90,2957.00,3073.00,4.40,28.10,1.90,1.30,75.10,4358.00,206,1877,high,0.05
207,"Census Tract 1134.22, Los Angeles County, California",6385.00,2063.00,1430.00,16.50,30.70,3.07,3.62,8.30,25.00,0.00,0.00,8.20,6.60,88.80,0.30,60.20,51.60,3.90,4.70,35.30,19.30,18.20,2.70,7.80,0.00,2.80,7.70,14.10,3.60,83370.00,29.20,2.90,6.30,3.50,38718.00,46757.00,50448.00,69.80,69.80,4.70,6.10,0.00,16.70,2258.00,91.40,0.00,13.70,2258.00,06,037,113422,36.10,0.00,6.20,6.60,2063.00,55.30,922.00,3.38,2.20,27.00,0.00,0.00,2.30,43.60,2304.00,1564.00,7.30,17.50,1.90,0.60,59.70,6385.00,152,3316,high,0.02
208,"Census Tract 1152.02, Los Angeles County, California",5328.00,1931.00,1046.00,11.90,45.80,2.75,3.58,13.00,13.00,5.60,29.40,3.80,7.70,82.70,0.00,77.70,42.80,6.20,2.40,40.00,19.70,13.20,8.20,12.30,0.00,9.90,4.90,15.60,8.00,84211.00,15.40,1.40,3.90,14.80,32133.00,51419.00,44045.00,80.10,80.10,5.80,7.50,0.00,9.50,1955.00,98.80,0.00,2.10,1955.00,06,037,115202,31.80,0.00,9.10,6.10,1931.00,43.00,1101.00,3.04,8.20,23.20,1.90,0.00,0.00,51.90,2645.00,1481.00,4.70,15.20,0.20,1.50,54.80,5328.00,173,3075,high,0.03
209,"Census Tract 5306.02, Los Angeles County, California",1431.00,391.00,308.00,21.00,21.20,3.66,4.02,7.70,0.00,0.00,10.00,18.60,2.90,95.20,0.00,70.30,82.60,1.70,9.40,21.60,17.30,18.80,2.50,5.60,0.00,5.90,6.60,15.60,2.80,85599.00,29.20,11.00,0.80,0.00,31520.00,41389.00,26823.00,59.10,59.10,10.30,6.50,0.00,21.70,391.00,100.00,0.00,0.00,391.00,06,037,530602,3.30,0.00,3.60,1.30,391.00,62.40,147.00,3.67,0.00,22.50,0.00,5.30,0.00,17.60,1781.00,1172.00,5.90,13.60,0.00,0.00,22.10,1431.00,66,1,low,0.05
210,"Census Tract 5406, Los Angeles County, California",4971.00,1132.00,947.00,26.70,16.30,4.37,4.84,3.80,73.00,0.00,0.00,20.70,6.20,86.30,0.00,72.00,62.40,0.00,19.30,11.10,21.00,15.80,3.10,9.70,0.00,5.50,20.30,13.40,3.40,49972.00,21.60,4.90,15.70,4.00,20508.00,30497.00,27543.00,31.90,31.90,23.00,26.60,12.80,36.70,1166.00,97.10,0.00,2.10,1166.00,06,037,540600,7.30,0.00,6.80,1.80,1132.00,33.00,758.00,5.65,8.30,29.10,1.90,0.00,7.50,2.10,1538.00,1178.00,12.00,7.50,0.30,0.00,34.70,4971.00,93,105,low,0.02
211,"Census Tract 1380, Los Angeles County, California",4673.00,1784.00,1298.00,7.10,27.20,2.62,3.09,3.70,0.00,0.00,12.10,5.40,5.90,89.20,0.20,72.20,28.50,6.20,7.40,62.50,8.00,7.50,7.50,18.20,0.30,5.90,5.90,6.80,24.30,148607.00,33.70,0.00,0.30,26.20,61653.00,85000.00,82948.00,80.90,80.90,4.20,7.20,0.00,50.00,1882.00,94.80,0.00,7.50,1882.00,06,037,138000,0.00,0.00,0.00,0.00,1784.00,82.70,308.00,2.58,2.90,30.60,0.00,0.00,0.00,67.50,3581.00,2974.00,4.60,27.30,1.90,2.10,82.90,4673.00,447,1183,low,0.1
212,"Census Tract 1816, Los Angeles County, California",4666.00,1000.00,685.00,14.20,31.50,3.07,3.59,9.60,0.00,0.00,28.20,5.00,5.00,77.00,3.00,71.70,47.00,7.50,11.60,44.20,21.70,8.30,4.10,12.00,0.60,0.90,6.70,13.20,6.10,95319.00,22.00,2.90,2.50,6.30,15247.00,56071.00,55625.00,75.30,75.30,6.20,6.60,0.00,44.10,1031.00,97.00,0.00,0.00,1031.00,06,037,181600,0.00,0.80,2.60,9.90,1000.00,45.90,541.00,3.20,3.60,27.90,0.00,0.00,0.00,73.20,2818.00,1428.00,4.00,11.50,0.40,2.70,52.40,4666.00,125,977,low,0.03
213,"Census Tract 1872, Los Angeles County, California",2968.00,891.00,577.00,14.30,35.20,3.33,4.27,6.30,0.00,11.30,0.00,8.20,8.90,93.30,0.20,59.50,75.90,2.20,6.90,29.40,26.10,12.50,2.90,8.00,0.00,5.70,12.90,16.40,5.40,83115.00,26.30,2.10,8.80,4.90,29941.00,41696.00,42500.00,49.20,49.20,14.00,11.40,0.00,29.60,949.00,93.90,0.00,0.00,949.00,06,037,187200,0.00,2.20,5.60,5.20,891.00,36.30,568.00,3.54,5.70,25.10,0.00,0.00,0.00,75.20,1896.00,1449.00,4.90,16.20,1.10,0.70,57.20,2968.00,91,1203,low,0.03
214,"Census Tract 1914.20, Los Angeles County, California",3423.00,1172.00,623.00,15.30,46.80,2.92,3.96,11.80,37.00,0.00,0.00,10.50,2.90,88.50,0.30,45.00,75.90,2.90,3.50,19.40,39.80,11.60,1.50,12.30,0.70,2.00,4.80,14.10,3.60,66222.00,14.70,1.00,12.50,3.00,25885.00,27436.00,37396.00,30.50,30.50,31.90,10.60,75.90,39.80,1225.00,95.70,27.20,1.80,1225.00,06,037,191420,32.70,0.00,11.90,21.80,1172.00,5.70,1105.00,2.58,9.90,21.60,0.00,0.00,0.00,64.20,2683.00,1265.00,3.90,8.80,0.00,1.80,29.80,3423.00,22,1542,low,0.01
215,"Census Tract 1955, Los Angeles County, California",5600.00,2364.00,1161.00,13.30,50.90,2.37,3.24,11.30,0.00,0.00,30.80,4.40,4.70,85.80,1.30,73.10,41.60,7.60,4.10,57.10,16.10,12.00,5.40,13.30,0.00,6.90,2.50,14.60,17.40,135869.00,24.50,1.50,2.50,30.40,47932.00,51658.00,54865.00,72.20,72.20,7.40,6.50,0.00,0.00,2500.00,94.60,3.90,5.70,2500.00,06,037,195500,0.70,3.90,4.20,3.80,2364.00,48.30,1223.00,2.88,5.60,26.30,0.00,0.00,0.00,67.10,2950.00,1538.00,4.20,18.20,1.60,2.10,64.90,5600.00,121,2097,high,0.02
216,"Census Tract 2411.10, Los Angeles County, California",3269.00,786.00,640.00,28.10,18.60,4.16,4.64,4.60,24.00,0.00,5.30,24.20,4.10,85.70,0.00,65.80,73.30,0.00,4.30,12.10,26.10,10.70,2.30,10.70,0.00,8.10,9.70,10.60,0.00,51628.00,17.70,10.30,24.60,0.00,22317.00,30612.00,24840.00,36.20,36.20,12.10,21.60,23.00,56.00,847.00,92.80,0.00,3.70,847.00,06,037,241110,3.40,1.20,1.80,1.50,786.00,34.90,512.00,4.60,7.50,22.00,0.00,0.00,0.00,8.00,1558.00,1225.00,9.50,9.30,0.00,0.00,43.20,3269.00,48,881,low,0.01
217,"Census Tract 9108.05, Los Angeles County, California",4687.00,1582.00,1144.00,8.40,27.70,2.82,3.25,6.80,34.00,5.60,0.00,7.50,7.10,85.50,0.30,90.10,13.60,8.90,6.70,43.10,16.80,10.70,3.00,8.80,0.00,4.60,5.60,10.60,15.40,118547.00,31.50,0.60,3.80,20.60,54345.00,77727.00,64397.00,82.70,82.70,4.40,6.20,0.00,31.30,1720.00,92.00,3.60,0.00,1720.00,06,037,910805,0.00,0.00,3.00,3.20,1582.00,90.00,158.00,2.88,4.40,35.40,2.70,0.60,2.40,51.10,2566.00,-666666666.00,5.70,21.30,0.10,0.80,87.90,4687.00,11006,1,low,2.35
