,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
34,"Census Tract 201, San Francisco County, California",6039.00,3309.00,941.00,8.50,71.60,1.77,2.67,16.60,0.00,-666666666.00,-666666666.00,3.70,6.50,76.40,1.60,62.00,38.30,8.20,6.70,53.10,23.20,10.30,4.60,27.30,0.00,12.90,11.20,6.00,14.90,116416.00,20.20,5.10,15.70,21.00,52284.00,68750.00,73947.00,57.10,57.10,3.90,14.00,23.60,57.50,3659.00,90.40,0.00,4.40,3659.00,06,075,020100,61.50,0.80,7.40,43.00,3309.00,18.70,2690.00,1.87,7.00,28.40,0.00,0.00,0.00,58.80,3805.00,1126.00,3.20,13.90,0.70,2.00,54.30,6039.00,44,59512,high,0.01
35,"Census Tract 206, San Francisco County, California",5203.00,2738.00,1016.00,3.30,62.90,1.90,2.56,16.90,0.00,0.00,0.00,0.60,5.10,85.80,3.40,79.70,21.80,14.10,3.80,77.70,5.70,4.00,9.80,31.50,0.00,2.70,0.50,8.00,36.70,211395.00,18.10,0.00,0.90,57.00,94952.00,129241.00,100833.00,85.70,85.70,2.20,0.90,0.00,47.40,2929.00,93.50,0.00,0.70,2929.00,06,075,020600,16.10,0.00,9.30,10.70,2738.00,38.60,1681.00,2.10,5.80,30.10,0.00,1.40,0.00,24.10,4001.00,2112.00,6.50,16.00,0.80,4.20,83.10,5203.00,56,16852,high,0.01
36,"Census Tract 209, San Francisco County, California",4746.00,1887.00,750.00,13.00,60.30,2.47,2.83,30.00,0.00,0.00,0.00,7.00,3.50,85.70,0.90,60.50,43.20,6.40,4.10,55.20,20.50,10.30,5.90,28.80,0.00,3.90,8.30,8.40,28.00,154503.00,20.80,1.40,4.80,22.50,61824.00,90458.00,72336.00,67.10,67.10,8.30,13.70,0.00,27.60,1988.00,94.90,2.90,0.00,1988.00,06,075,020900,22.30,0.00,11.10,17.30,1887.00,14.70,1609.00,2.22,4.90,20.70,0.00,0.00,0.00,36.30,3017.00,1601.00,2.20,16.10,0.20,1.00,63.20,4746.00,31,21147,high,0.01
37,"Census Tract 218, San Francisco County, California",4332.00,1868.00,1023.00,7.70,45.20,2.30,2.87,12.00,0.00,-666666666.00,-666666666.00,2.00,4.60,82.90,0.90,84.80,20.80,11.60,4.00,79.90,4.20,7.80,7.70,32.70,0.00,2.60,2.10,6.90,45.70,214115.00,24.80,0.00,0.00,58.20,99250.00,151250.00,103375.00,89.10,89.10,2.50,0.00,0.00,0.00,1909.00,97.90,0.00,0.00,1909.00,06,075,021800,0.60,0.00,3.60,2.00,1868.00,58.10,782.00,2.24,3.30,32.60,0.00,0.80,0.00,24.10,4001.00,1925.00,8.00,19.40,2.20,1.30,81.70,4332.00,50,4913,low,0.01
38,"Census Tract 226, San Francisco County, California",2648.00,1241.00,596.00,2.80,52.00,2.13,2.58,17.50,0.00,0.00,0.00,0.40,2.50,71.70,2.60,76.50,22.70,10.20,2.30,72.70,9.20,7.60,7.60,30.00,0.00,0.50,1.20,8.10,46.30,209770.00,8.90,2.70,1.90,50.20,102257.00,129667.00,112188.00,89.90,89.90,1.40,0.00,0.00,0.00,1365.00,90.90,0.00,5.50,1365.00,06,075,022600,59.50,15.00,17.40,16.30,1241.00,42.60,712.00,2.05,18.30,19.70,0.00,0.00,0.00,44.00,4001.00,3151.00,7.20,7.10,0.80,5.70,67.50,2648.00,135,10813,high,0.05
39,"Census Tract 231.02, San Francisco County, California",4526.00,1579.00,953.00,38.10,39.60,2.87,3.90,4.10,25.00,0.00,32.10,6.30,8.80,93.60,0.50,77.20,29.50,1.00,12.70,23.20,22.10,11.30,4.50,10.30,0.00,18.00,11.80,8.70,6.30,75586.00,24.10,7.90,21.50,6.00,26930.00,43068.00,37136.00,44.50,44.50,5.60,29.10,45.00,45.10,1621.00,97.40,0.00,0.00,1621.00,06,075,023102,3.70,0.00,0.00,1.90,1579.00,31.70,1078.00,2.94,2.40,28.20,0.00,5.00,0.00,43.30,2610.00,596.00,9.60,15.00,0.60,0.70,7.00,4526.00,49,9525,low,0.01
40,"Census Tract 251, San Francisco County, California",3573.00,1327.00,765.00,4.00,42.40,2.66,3.24,13.70,0.00,0.00,38.70,1.20,6.80,88.30,0.00,77.70,27.50,9.70,2.80,69.50,9.30,9.50,9.20,22.70,0.00,4.40,1.80,13.80,42.70,218394.00,24.60,2.40,2.30,43.40,78864.00,112917.00,93750.00,79.60,79.60,3.00,6.50,0.00,0.00,1419.00,93.50,0.00,12.00,1419.00,06,075,025100,0.00,0.00,2.90,5.90,1327.00,72.90,359.00,2.81,1.90,28.00,0.00,0.00,0.00,22.90,3716.00,1821.00,9.20,15.00,0.00,3.40,65.70,3573.00,55,6502,low,0.02
41,"Census Tract 170, San Francisco County, California",4268.00,2230.00,847.00,1.40,62.00,1.91,2.43,19.30,0.00,-666666666.00,-666666666.00,0.40,2.20,85.90,1.90,75.80,15.40,16.30,2.70,73.70,4.80,5.60,9.70,31.60,0.00,2.40,0.00,8.70,45.00,242998.00,19.70,0.00,0.60,62.00,103261.00,121659.00,107188.00,93.20,93.20,1.20,0.00,0.00,-666666666.00,2390.00,93.30,0.00,3.80,2390.00,06,075,017000,14.30,0.00,9.70,11.70,2230.00,55.00,1003.00,1.99,1.60,30.10,0.00,0.00,0.00,29.30,3942.00,2504.00,3.60,14.30,0.00,4.00,82.30,4268.00,46,4695,low,0.01
42,"Census Tract 180, San Francisco County, California",3091.00,1289.00,448.00,2.20,65.20,1.75,2.35,16.00,9.00,0.00,100.00,7.30,3.00,58.70,1.40,69.60,25.70,8.20,9.60,77.50,8.10,8.80,10.00,39.50,0.00,3.10,2.60,3.40,34.40,180990.00,7.20,1.60,0.00,53.30,76397.00,115536.00,103068.00,72.90,72.90,3.60,0.00,0.00,-666666666.00,1575.00,81.80,7.60,13.40,1575.00,06,075,018000,62.30,3.30,21.70,27.80,1289.00,42.10,746.00,1.79,11.60,15.20,0.00,0.70,0.00,56.50,4001.00,2553.00,1.50,9.80,1.20,2.60,56.60,3091.00,93,93259,high,0.03
43,"Census Tract 215, San Francisco County, California",5435.00,2466.00,1110.00,4.80,55.00,2.17,2.94,13.70,0.00,0.00,0.00,1.10,4.50,82.40,1.40,78.60,28.20,15.30,5.90,71.00,7.50,5.50,8.90,32.40,0.60,5.60,2.60,8.40,42.20,208294.00,9.10,1.50,2.80,59.50,95891.00,133818.00,92070.00,88.20,88.20,4.80,2.00,0.00,0.00,2699.00,91.40,0.00,1.40,2699.00,06,075,021500,0.40,1.30,7.00,5.00,2466.00,47.40,1298.00,2.48,6.80,24.70,1.50,0.00,1.00,29.50,3455.00,2363.00,7.50,11.70,0.00,4.00,79.40,5435.00,49,5134,low,0.01
44,"Census Tract 228.03, San Francisco County, California",5117.00,1580.00,723.00,9.70,54.20,3.21,4.12,24.20,0.00,0.00,0.00,5.80,4.60,85.70,0.70,61.70,52.70,5.40,9.30,49.70,20.70,13.00,4.90,30.40,0.30,4.90,3.00,10.70,27.70,152683.00,14.10,1.90,7.30,26.30,47020.00,80744.00,63870.00,75.50,75.50,8.70,4.80,0.00,0.00,1672.00,94.50,0.00,0.00,1672.00,06,075,022803,6.20,0.00,8.60,5.80,1580.00,39.40,957.00,2.99,5.10,25.10,0.00,0.00,0.00,47.20,3596.00,2085.00,3.20,8.80,1.70,1.70,61.40,5117.00,28,8179,low,0.01
45,"Census Tract 264.04, San Francisco County, California",2843.00,701.00,577.00,23.80,17.70,4.06,4.21,10.20,20.00,0.00,13.10,10.10,5.70,97.30,1.60,42.90,76.50,2.80,6.70,25.10,28.30,12.70,5.70,8.90,0.00,5.00,11.70,11.00,9.70,95118.00,32.70,1.40,5.80,9.40,30744.00,41638.00,45667.00,59.40,59.40,5.30,9.40,19.60,18.50,713.00,98.30,0.00,0.00,713.00,06,075,026404,1.70,0.00,1.30,3.50,701.00,55.10,315.00,4.46,0.90,36.80,0.00,1.30,2.30,71.50,2486.00,1422.00,5.80,17.90,0.00,0.30,19.10,2843.00,18,3299,low,0.01
46,"Census Tract 306, San Francisco County, California",2516.00,896.00,667.00,9.30,25.60,2.80,3.21,5.40,0.00,0.00,0.00,1.60,7.60,93.40,0.30,77.30,28.60,14.50,7.20,68.50,9.60,4.40,10.10,25.20,0.60,0.30,5.80,8.50,40.50,199077.00,36.70,2.70,1.00,48.10,95662.00,122500.00,106719.00,88.60,88.60,3.30,0.40,0.00,0.00,931.00,96.20,0.00,0.00,931.00,06,075,030600,0.80,0.00,0.00,0.00,896.00,83.00,152.00,2.79,3.60,29.80,0.80,0.00,0.00,15.50,3734.00,3197.00,7.30,21.20,1.00,6.40,65.60,2516.00,52,2109,low,0.02
47,"Census Tract 310, San Francisco County, California",3520.00,1307.00,1055.00,12.50,19.30,2.69,2.92,5.10,0.00,0.00,0.00,2.20,5.00,91.10,0.50,69.30,37.60,10.30,2.30,71.70,6.90,5.90,10.20,21.50,0.60,1.50,5.40,6.90,30.50,190443.00,32.50,1.80,2.70,35.70,82159.00,106486.00,76016.00,87.40,87.40,1.30,3.60,11.10,36.60,1407.00,92.90,3.80,0.00,1407.00,06,075,031000,2.30,1.70,0.50,0.50,1307.00,80.60,254.00,2.58,1.90,25.40,0.00,2.60,0.00,23.00,3369.00,1894.00,7.50,26.00,0.90,2.10,59.00,3520.00,81,5024,low,0.02
48,"Census Tract 332.01, San Francisco County, California",4483.00,620.00,200.00,4.70,67.70,2.94,2.68,47.60,0.00,0.00,0.00,0.00,15.10,28.10,2.00,84.70,38.70,5.50,24.40,23.70,32.70,22.30,1.90,6.00,0.00,14.20,16.50,10.50,2.30,47486.00,19.70,0.60,4.00,7.00,4262.00,36382.00,38397.00,83.30,83.30,5.10,19.00,0.00,0.00,731.00,84.80,-666666666.00,11.30,731.00,06,075,033201,51.20,0.00,3.00,0.00,620.00,0.00,620.00,-666666666.00,14.20,15.50,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,1680.00,0.90,3.80,0.60,3.80,45.30,4483.00,97,10706,low,0.02
49,"Census Tract 111, San Francisco County, California",4778.00,3144.00,617.00,2.70,80.40,1.52,2.31,17.10,0.00,-666666666.00,-666666666.00,6.70,1.20,78.80,0.90,67.10,32.80,11.60,1.10,61.10,13.30,7.70,10.80,25.90,0.00,3.60,4.50,6.30,17.50,143018.00,14.50,0.30,3.00,29.80,69701.00,102869.00,87044.00,75.60,75.60,6.90,6.20,0.00,0.00,3399.00,92.50,0.00,1.50,3399.00,06,075,011100,41.70,0.00,15.90,30.40,3144.00,8.00,2892.00,1.60,8.40,26.00,0.00,0.00,0.00,17.50,4001.00,1640.00,2.80,17.80,0.00,3.00,62.80,4778.00,24,21499,high,0.01
50,"Census Tract 117, San Francisco County, California",1768.00,1019.00,324.00,3.00,68.20,1.66,2.70,6.90,0.00,0.00,0.00,7.20,2.30,89.60,1.10,43.90,62.10,4.30,4.20,47.40,28.00,7.60,9.50,24.30,0.80,8.30,10.30,8.30,10.50,120200.00,16.00,9.00,13.20,14.50,40950.00,74861.00,53667.00,57.60,57.60,9.20,10.80,26.10,18.80,1361.00,74.90,0.00,12.50,1361.00,06,075,011700,88.20,3.70,10.90,62.70,1019.00,8.00,937.00,1.90,2.70,15.60,0.00,0.00,0.00,13.40,4001.00,1009.00,2.30,20.30,0.70,0.60,40.20,1768.00,55,52267,high,0.03
51,"Census Tract 154, San Francisco County, California",5970.00,2865.00,1253.00,1.60,56.30,2.08,2.72,15.80,0.00,0.00,0.00,3.00,4.90,81.20,1.00,75.80,24.70,10.80,5.50,68.70,6.80,8.70,15.10,30.40,0.00,5.80,2.60,12.50,27.20,179337.00,17.30,0.00,0.40,41.70,84363.00,103817.00,87566.00,88.50,88.50,1.50,3.20,0.00,0.00,3170.00,90.40,0.00,2.80,3170.00,06,075,015400,10.90,0.40,8.20,3.20,2865.00,29.60,2016.00,2.55,8.70,18.40,0.00,0.00,0.00,25.80,4001.00,2267.00,6.10,16.60,0.30,3.40,69.40,5970.00,71,7660,low,0.01
52,"Census Tract 104, San Francisco County, California",4430.00,2418.00,870.00,3.30,64.00,1.83,2.64,12.80,0.00,0.00,0.00,2.50,4.30,90.10,1.90,70.80,31.90,7.70,6.80,67.00,5.60,8.10,15.30,31.60,0.00,5.90,2.60,13.40,25.40,174063.00,21.50,1.50,0.70,35.40,71653.00,121677.00,82214.00,83.70,83.70,4.00,3.60,16.90,0.00,2860.00,84.50,0.00,6.70,2860.00,06,075,010400,10.30,0.00,12.40,12.20,2418.00,40.90,1430.00,1.90,2.00,25.60,5.70,0.00,0.00,26.80,4001.00,2142.00,3.20,21.30,1.80,3.20,71.30,4430.00,33,5902,low,0.01
53,"Census Tract 255, San Francisco County, California",9754.00,2768.00,1984.00,16.50,28.30,3.49,3.78,14.20,39.00,0.00,0.00,3.60,5.70,88.20,2.70,52.40,63.50,5.10,6.40,40.60,23.20,9.40,3.90,18.70,0.50,3.90,6.60,13.50,25.50,146745.00,40.20,2.90,6.00,28.00,47734.00,63962.00,54904.00,66.70,66.70,3.00,8.00,0.00,30.50,2788.00,99.30,0.00,0.00,2788.00,06,075,025500,0.70,0.00,2.80,4.80,2768.00,66.10,938.00,3.76,3.40,32.10,0.90,0.00,0.00,66.00,3183.00,1806.00,6.10,23.30,0.10,2.70,37.40,9754.00,107,14396,high,0.01
54,"Census Tract 256, San Francisco County, California",5403.00,1482.00,1076.00,12.70,27.40,3.64,3.95,13.60,0.00,4.20,0.00,6.50,6.00,96.00,0.20,48.60,64.80,2.60,6.00,28.30,30.10,9.90,5.00,15.10,0.80,2.70,7.60,15.80,11.70,121502.00,40.80,3.80,5.10,9.60,36743.00,60000.00,47500.00,63.90,63.90,4.50,3.40,0.00,75.00,1666.00,89.00,0.00,8.50,1666.00,06,075,025600,1.60,0.50,2.90,2.60,1482.00,75.30,366.00,3.87,3.40,26.50,2.30,2.90,0.90,68.70,2480.00,1096.00,4.40,21.70,2.60,1.60,23.90,5403.00,56,5518,low,0.01
55,"Census Tract 258, San Francisco County, California",2020.00,613.00,405.00,11.30,33.90,3.26,4.05,7.50,40.00,0.00,5.30,11.60,5.50,94.90,0.80,47.30,67.90,1.40,5.20,38.30,23.20,5.90,12.40,12.80,0.00,8.50,3.60,15.20,17.30,119693.00,25.40,7.00,7.80,18.50,41827.00,67500.00,43516.00,66.70,66.70,6.70,3.50,0.00,4.30,642.00,95.50,3.80,0.00,642.00,06,075,025800,3.30,0.00,7.20,0.90,613.00,57.10,263.00,3.65,0.00,15.70,0.00,0.00,6.00,77.10,2659.00,1578.00,4.00,21.00,1.30,1.00,25.00,2020.00,24,3078,low,0.01
56,"Census Tract 260.01, San Francisco County, California",6018.00,1591.00,1273.00,26.60,20.00,3.78,3.82,13.80,27.00,0.00,2.80,11.40,5.60,93.60,0.00,46.70,70.90,1.70,3.50,26.70,33.30,15.00,2.00,14.30,0.00,4.90,9.10,13.20,10.90,86502.00,34.90,5.00,13.10,8.90,27905.00,38942.00,40391.00,67.00,67.00,4.10,9.00,0.00,14.40,1676.00,94.90,0.00,5.60,1676.00,06,075,026001,0.00,0.00,2.40,0.20,1591.00,59.80,639.00,3.86,0.90,25.20,0.00,1.20,0.00,73.90,2667.00,1645.00,4.40,15.30,1.70,1.40,30.50,6018.00,40,7660,low,0.01
57,"Census Tract 451, San Francisco County, California",5330.00,2102.00,1032.00,6.00,50.90,2.52,2.99,21.50,0.00,0.00,0.00,3.10,5.10,87.90,0.90,67.40,32.10,8.20,3.80,62.70,18.60,7.00,3.00,21.20,0.00,1.80,3.90,11.00,28.50,171260.00,19.10,0.60,0.60,42.70,53294.00,100558.00,67989.00,82.90,82.90,2.30,0.00,0.00,0.00,2206.00,95.30,0.00,1.30,2206.00,06,075,045100,4.60,0.00,7.30,4.00,2102.00,39.60,1269.00,2.43,1.70,22.30,0.00,0.60,0.00,26.40,3490.00,2198.00,4.70,15.90,0.00,1.50,56.10,5330.00,38,4913,low,0.01
58,"Census Tract 452, San Francisco County, California",6913.00,2958.00,1529.00,9.50,48.30,2.33,2.89,15.20,1.00,0.00,0.00,2.70,5.00,84.20,0.00,67.10,40.10,6.20,4.60,55.00,14.60,10.50,6.70,20.20,0.00,6.80,3.90,15.70,20.60,141897.00,19.30,0.90,2.00,34.20,57852.00,69730.00,68457.00,83.30,83.30,4.40,6.10,0.00,52.90,3017.00,98.00,0.00,0.00,3017.00,06,075,045200,1.90,0.00,5.70,7.00,2958.00,30.90,2044.00,2.57,6.30,28.60,0.00,0.00,2.00,17.70,4001.00,1838.00,2.30,19.90,0.30,5.30,57.60,6913.00,59,9555,low,0.01
59,"Census Tract 261, San Francisco County, California",7516.00,2069.00,1378.00,15.90,33.40,3.63,4.04,16.60,18.00,0.00,0.00,9.90,6.50,92.00,1.60,35.60,75.90,2.80,6.40,29.70,26.30,15.30,3.60,14.30,0.00,2.80,5.90,11.80,12.80,103803.00,33.00,2.90,2.60,11.50,35441.00,52547.00,42471.00,63.90,63.90,7.10,1.20,0.00,0.00,2090.00,99.00,0.00,0.00,2090.00,06,075,026100,2.90,0.00,4.00,4.90,2069.00,53.60,961.00,3.79,4.80,36.30,0.00,0.00,0.00,75.50,2676.00,1748.00,4.00,18.60,0.50,2.50,20.40,7516.00,75,13277,high,0.01
60,"Census Tract 233, San Francisco County, California",3456.00,1100.00,841.00,16.70,23.50,3.14,3.54,6.30,0.00,0.00,12.00,10.20,4.70,96.60,0.00,41.60,70.80,1.10,9.70,30.60,35.60,11.10,5.10,11.90,0.00,14.90,9.00,9.00,12.00,92844.00,31.00,4.40,17.80,10.70,35507.00,45789.00,41620.00,49.60,49.60,7.30,24.60,0.00,58.30,1136.00,96.80,0.00,2.40,1136.00,06,075,023300,33.80,4.20,4.50,3.50,1100.00,52.50,523.00,3.50,2.70,15.70,4.00,0.00,1.00,62.90,2350.00,821.00,4.50,20.00,0.40,0.00,12.50,3456.00,63,8333,low,0.02
61,"Census Tract 253, San Francisco County, California",4819.00,1819.00,1027.00,9.00,43.50,2.59,2.92,19.50,11.00,0.00,0.00,2.60,5.60,86.50,1.10,70.10,35.90,14.50,2.20,65.30,14.40,6.20,6.80,24.10,0.40,1.00,2.70,10.60,36.10,181566.00,14.50,1.10,2.30,39.80,64173.00,99196.00,94080.00,82.60,82.60,3.60,1.50,0.00,0.00,1987.00,91.50,0.00,2.10,1987.00,06,075,025300,8.50,0.30,4.20,4.40,1819.00,44.30,1013.00,2.62,3.70,27.00,0.00,1.20,4.00,25.60,3713.00,1848.00,7.00,12.70,3.90,1.50,67.80,4819.00,38,13914,high,0.01
62,"Census Tract 254.01, San Francisco County, California",3725.00,1373.00,766.00,12.20,44.20,2.70,3.12,19.20,13.00,0.00,90.60,4.80,5.90,85.10,1.20,66.80,36.40,11.30,1.80,54.40,20.40,6.50,7.00,20.20,0.00,1.70,8.60,8.30,24.80,147131.00,17.60,3.70,5.30,26.20,54785.00,71094.00,70302.00,75.00,75.00,6.90,3.10,0.00,16.10,1404.00,97.80,0.00,0.00,1404.00,06,075,025401,2.10,0.00,10.50,3.60,1373.00,43.30,778.00,2.73,5.30,26.30,3.20,1.20,0.00,27.40,3416.00,1889.00,4.60,11.70,0.30,2.50,66.60,3725.00,36,6632,low,0.01
63,"Census Tract 305, San Francisco County, California",3344.00,1051.00,633.00,5.30,39.80,2.47,2.95,11.80,0.00,0.00,0.00,3.90,7.70,87.30,0.40,71.20,37.50,6.20,3.50,69.90,8.70,6.10,6.60,27.10,0.00,3.40,4.70,6.10,29.50,172915.00,37.50,1.00,2.80,31.10,74583.00,105565.00,61985.00,82.00,82.00,2.50,1.10,0.00,0.00,1072.00,98.00,0.00,0.00,1072.00,06,075,030500,16.00,0.00,0.00,15.60,1051.00,72.50,289.00,2.72,4.50,22.00,0.00,0.00,0.00,38.50,3603.00,-666666666.00,3.40,34.50,1.30,3.00,51.00,3344.00,108,3415,low,0.03
64,"Census Tract 263.01, San Francisco County, California",5246.00,1384.00,1020.00,21.50,26.30,3.77,4.13,12.40,10.00,0.00,14.10,10.70,6.70,93.20,0.40,42.30,71.50,2.30,6.90,30.10,32.60,11.80,5.90,17.90,0.00,8.50,5.30,8.80,10.20,96033.00,38.70,2.20,8.00,11.20,31390.00,50656.00,41145.00,59.70,59.70,7.30,9.80,0.00,6.30,1420.00,97.50,0.00,0.00,1420.00,06,075,026301,0.40,0.00,3.60,0.80,1384.00,61.70,530.00,3.56,0.70,29.20,0.00,0.00,0.80,83.80,2586.00,1667.00,3.10,21.30,0.00,1.40,24.90,5246.00,36,7309,low,0.01
65,"Census Tract 263.02, San Francisco County, California",5269.00,1498.00,1113.00,13.70,25.70,3.52,3.77,13.10,0.00,0.00,9.20,5.10,11.40,93.20,1.40,44.70,69.80,3.40,4.20,35.90,34.60,8.20,5.30,14.10,0.00,3.40,5.00,17.40,8.70,103471.00,27.90,4.50,3.50,9.10,31440.00,51157.00,49688.00,66.30,66.30,3.20,4.10,0.00,8.40,1558.00,96.10,0.00,0.00,1558.00,06,075,026302,5.40,0.00,2.20,0.70,1498.00,61.50,577.00,3.28,3.10,21.90,1.20,0.00,0.00,68.10,2689.00,1479.00,2.50,18.90,0.80,0.80,26.80,5269.00,76,4469,low,0.01
66,"Census Tract 263.03, San Francisco County, California",5216.00,1255.00,1091.00,18.00,13.10,4.09,4.05,10.70,15.00,31.30,6.00,4.60,8.90,93.00,0.80,36.80,79.80,2.30,3.90,29.20,32.40,11.40,3.60,10.20,0.00,1.70,7.20,14.80,13.10,98323.00,35.50,2.10,7.00,11.10,34886.00,44856.00,47482.00,71.40,71.40,9.10,4.40,8.30,25.30,1370.00,91.60,0.00,0.00,1370.00,06,075,026303,0.00,0.00,6.80,3.40,1255.00,60.40,497.00,4.28,1.80,21.30,0.00,0.00,1.20,81.90,3023.00,1918.00,5.30,21.80,0.00,0.60,17.80,5216.00,42,3194,low,0.01
67,"Census Tract 311, San Francisco County, California",6899.00,2433.00,1645.00,12.40,32.40,2.83,3.15,13.30,0.00,0.00,13.70,2.50,6.30,87.40,0.80,66.60,42.10,8.10,3.90,50.20,18.80,13.60,6.50,19.10,0.00,0.50,2.00,18.30,26.10,152428.00,36.80,0.70,2.10,29.60,55600.00,107798.00,59508.00,81.80,81.80,4.70,1.90,0.00,23.30,2552.00,95.30,0.00,5.60,2552.00,06,075,031100,2.40,0.00,2.30,1.30,2433.00,66.90,805.00,3.06,2.30,24.50,0.00,0.00,1.60,47.90,2947.00,2311.00,5.30,24.40,0.50,3.30,59.90,6899.00,107,10958,high,0.02
68,"Census Tract 217, San Francisco County, California",4309.00,1812.00,1067.00,9.40,41.10,2.38,3.01,8.10,0.00,0.00,9.60,2.00,5.20,92.90,0.50,70.90,37.50,10.10,3.80,65.50,12.90,4.70,9.30,29.30,0.00,3.40,5.50,6.30,34.70,173298.00,24.10,1.60,4.80,44.10,70862.00,134250.00,74046.00,88.40,88.40,1.00,7.00,0.00,0.00,1901.00,95.30,0.00,1.90,1901.00,06,075,021700,15.60,0.60,1.60,1.80,1812.00,70.80,530.00,2.34,2.30,20.50,0.00,0.00,1.60,23.10,3731.00,1342.00,8.20,22.00,1.30,2.10,62.80,4309.00,122,5419,low,0.03
69,"Census Tract 228.02, San Francisco County, California",2329.00,680.00,382.00,10.70,43.80,2.63,3.02,18.90,76.00,0.00,91.30,13.60,4.80,78.60,2.70,68.70,51.50,7.10,2.50,45.10,25.60,11.20,3.00,28.40,0.00,2.40,9.70,7.50,26.50,146822.00,16.90,6.20,7.50,21.50,51369.00,86667.00,67143.00,64.30,64.30,5.00,6.30,0.00,29.60,707.00,96.20,0.00,0.00,707.00,06,075,022802,14.40,3.70,4.70,7.20,680.00,28.10,489.00,2.45,3.20,27.90,0.00,0.00,3.70,27.20,3513.00,1494.00,4.10,19.60,0.20,1.80,50.40,2329.00,29,16126,high,0.01
70,"Census Tract 229.01, San Francisco County, California",5174.00,1547.00,953.00,14.90,38.40,3.33,3.56,22.50,10.00,0.00,0.00,9.20,2.10,93.10,0.20,60.80,58.30,4.90,6.40,47.70,25.20,9.00,2.90,22.90,0.00,3.60,10.90,9.00,19.70,125378.00,15.00,4.40,8.90,8.90,37997.00,50748.00,53674.00,60.70,60.70,9.70,15.30,15.10,44.70,1614.00,95.80,5.30,1.80,1614.00,06,075,022901,5.70,0.00,3.50,6.20,1547.00,24.20,1172.00,3.38,1.40,33.30,0.00,0.00,0.00,50.10,3699.00,1968.00,5.60,8.30,0.00,1.10,48.10,5174.00,24,10735,low,0.0
71,"Census Tract 229.02, San Francisco County, California",2605.00,803.00,504.00,20.70,37.20,3.17,3.28,23.20,0.00,0.00,0.00,3.90,4.60,86.50,1.50,63.20,51.50,4.90,5.00,46.80,24.30,9.60,6.40,27.00,0.00,0.90,6.10,7.20,29.60,139146.00,24.00,4.50,9.80,18.80,41994.00,66691.00,44063.00,67.20,67.20,6.90,7.30,0.00,100.00,882.00,91.00,0.00,0.00,882.00,06,075,022902,1.50,0.00,3.10,0.80,803.00,41.50,470.00,2.95,5.40,20.70,2.40,1.80,0.00,51.10,3310.00,2091.00,3.40,21.00,4.10,1.10,56.50,2605.00,16,4130,low,0.01
