,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
121,"Census Tract 512, Cook County, Illinois",1594.00,596.00,339.00,4.90,43.10,2.57,2.96,17.90,23.00,-666666666.00,-666666666.00,2.00,3.40,79.60,0.00,94.30,5.10,18.90,2.10,80.00,3.20,2.20,16.70,23.40,0.00,0.00,2.70,11.20,25.70,202089.00,2.00,0.00,1.00,37.50,63896.00,100189.00,59728.00,96.70,96.70,1.60,0.00,0.00,0.00,652.00,91.40,0.00,0.00,652.00,17,031,051200,1.10,1.80,3.50,0.00,596.00,37.90,370.00,3.08,9.70,16.60,0.00,0.00,2.70,46.50,3435.00,1686.00,9.70,5.30,1.00,3.70,88.00,1594.00,16,35,low,0.01
122,"Census Tract 602, Cook County, Illinois",2324.00,1121.00,324.00,4.40,71.10,2.07,3.36,18.70,0.00,0.00,0.00,1.90,4.00,78.00,0.40,83.90,25.10,16.20,2.90,60.60,12.80,8.30,10.70,22.70,0.00,3.20,6.90,13.80,11.20,134764.00,6.60,1.40,3.00,38.60,48010.00,67805.00,56477.00,77.20,77.20,10.60,20.10,12.90,76.70,1184.00,94.70,8.90,4.00,1184.00,17,031,060200,33.40,0.70,9.00,19.30,1121.00,25.60,834.00,2.85,9.30,23.40,0.00,0.00,0.00,40.80,3231.00,1238.00,5.20,7.50,0.30,1.60,89.80,2324.00,31,64,low,0.01
123,"Census Tract 610, Cook County, Illinois",2208.00,1074.00,310.00,2.00,71.10,2.06,2.36,32.30,0.00,-666666666.00,-666666666.00,0.00,0.80,67.60,1.10,83.50,16.70,17.20,2.60,67.50,7.60,7.20,10.10,33.00,0.00,5.90,4.40,8.80,18.70,140565.00,5.40,0.00,1.90,36.10,63100.00,76554.00,78750.00,92.90,92.90,3.40,4.20,0.00,-666666666.00,1149.00,93.50,0.00,2.50,1149.00,17,031,061000,26.10,9.70,5.00,9.20,1074.00,31.70,734.00,1.90,11.70,6.90,0.00,0.00,0.00,32.10,2787.00,1940.00,3.40,4.80,0.60,0.50,92.00,2208.00,17,96,low,0.01
124,"Census Tract 624, Cook County, Illinois",1576.00,720.00,347.00,4.60,51.80,2.18,2.83,13.50,0.00,-666666666.00,-666666666.00,1.20,3.60,76.10,2.50,93.10,11.90,19.60,3.30,68.70,3.80,8.30,15.00,35.70,0.00,4.60,3.30,12.60,31.50,213792.00,18.80,3.30,9.90,43.20,68237.00,82200.00,73958.00,86.00,86.00,3.10,0.00,0.00,0.00,800.00,90.00,0.00,2.80,800.00,17,031,062400,15.80,0.50,0.80,9.80,720.00,56.10,316.00,2.30,8.90,23.20,0.00,0.00,1.00,53.70,3439.00,1846.00,9.60,12.00,0.00,1.50,89.90,1576.00,16,82,low,0.01
125,"Census Tract 702, Cook County, Illinois",4283.00,2036.00,640.00,3.60,68.60,2.01,2.87,21.00,0.00,-666666666.00,-666666666.00,0.70,2.40,75.50,0.00,88.90,11.60,19.90,2.60,71.20,4.90,4.80,16.30,36.50,0.00,5.80,1.90,16.30,20.60,144437.00,4.70,0.70,2.30,46.40,63979.00,80964.00,57393.00,95.30,95.30,2.20,1.70,0.00,25.60,2222.00,91.60,0.00,3.70,2222.00,17,031,070200,40.50,0.40,15.00,11.90,2036.00,36.30,1297.00,2.44,10.80,21.50,0.00,0.00,4.90,30.60,3305.00,1509.00,4.90,6.00,0.00,0.50,86.30,4283.00,34,213,low,0.01
126,"Census Tract 703, Cook County, Illinois",3575.00,1629.00,609.00,3.70,62.60,2.19,2.84,23.10,0.00,-666666666.00,-666666666.00,0.60,1.40,74.70,1.10,94.60,6.90,25.30,2.70,68.20,3.80,3.40,20.20,32.10,0.00,6.40,0.60,8.00,29.80,162054.00,5.20,0.00,2.00,48.10,71283.00,85867.00,70980.00,95.60,95.60,2.00,3.00,0.00,100.00,1819.00,89.60,5.80,2.40,1819.00,17,031,070300,18.00,4.30,7.00,6.00,1629.00,44.20,909.00,2.33,7.40,11.00,0.00,1.30,1.90,49.90,3013.00,1858.00,6.30,4.50,0.00,2.20,92.80,3575.00,32,193,low,0.01
127,"Census Tract 106, Cook County, Illinois",6271.00,2875.00,1019.00,5.30,64.60,2.12,3.03,18.70,0.00,-666666666.00,-666666666.00,2.70,5.60,81.40,0.60,74.70,34.40,13.20,7.50,51.80,20.90,10.10,8.60,15.30,0.00,13.30,9.80,5.50,6.50,72067.00,14.40,2.30,12.70,14.70,32202.00,48412.00,47540.00,64.60,64.60,18.20,12.80,0.00,77.60,3301.00,87.10,0.00,12.70,3301.00,17,031,010600,34.70,0.00,5.30,20.80,2875.00,24.80,2163.00,2.50,7.80,24.10,10.00,19.00,8.80,17.40,1749.00,993.00,4.60,9.60,1.40,0.70,69.50,6271.00,49,300,high,0.01
128,"Census Tract 204, Cook County, Illinois",4236.00,1669.00,1013.00,13.50,39.30,2.53,3.24,6.60,0.00,0.00,0.00,7.60,3.90,86.80,0.40,63.70,46.30,11.40,3.70,46.10,16.30,7.60,7.20,12.20,0.00,3.00,6.80,11.50,7.10,88949.00,30.00,3.20,9.70,8.60,45440.00,55152.00,54655.00,56.80,56.80,10.90,15.10,0.00,52.90,1834.00,91.00,0.00,9.60,1834.00,17,031,020400,20.90,0.00,0.50,0.80,1669.00,53.60,774.00,2.55,2.00,30.00,10.20,9.70,13.50,5.10,1904.00,1161.00,6.30,22.10,0.90,0.60,59.70,4236.00,55,155,low,0.01
129,"Census Tract 310, Cook County, Illinois",4089.00,2005.00,813.00,8.90,59.50,2.03,2.74,16.10,0.00,0.00,0.00,2.50,4.90,78.60,1.30,79.50,34.30,13.80,4.50,59.80,11.80,11.10,7.80,19.80,0.00,1.10,9.70,16.10,12.10,112061.00,15.40,0.60,6.10,14.90,51188.00,72301.00,46684.00,77.90,77.90,9.50,6.00,0.00,0.00,2104.00,95.30,0.00,6.00,2104.00,17,031,031000,26.40,1.50,5.50,7.90,2005.00,40.40,1195.00,2.26,8.60,26.20,0.00,0.00,10.00,36.30,2568.00,1241.00,5.10,11.00,0.60,0.80,86.70,4089.00,42,125,low,0.01
130,"Census Tract 403, Cook County, Illinois",2925.00,1062.00,791.00,22.10,25.50,2.66,3.08,4.40,28.00,0.00,100.00,6.90,8.20,90.00,0.00,64.20,49.50,8.90,11.30,52.90,18.20,7.00,9.20,18.70,0.00,0.80,5.00,18.00,10.90,126314.00,27.50,0.80,4.70,9.70,41271.00,75028.00,47926.00,82.50,82.50,1.90,0.00,0.00,0.00,1133.00,93.70,3.90,2.30,1133.00,17,031,040300,3.50,0.00,0.00,1.80,1062.00,67.50,345.00,2.67,5.10,25.80,1.30,5.70,17.40,25.00,2561.00,1347.00,6.50,24.10,0.30,3.50,68.10,2925.00,75,124,low,0.03
131,"Census Tract 506, Cook County, Illinois",2177.00,1092.00,398.00,1.60,63.60,1.99,2.92,14.70,0.00,-666666666.00,-666666666.00,0.00,1.20,76.50,0.00,92.40,8.20,18.30,3.90,64.50,11.90,8.20,8.90,26.90,0.00,1.70,1.40,15.80,23.80,167290.00,9.60,1.00,2.20,52.00,65417.00,106847.00,63589.00,92.80,92.80,2.80,4.80,10.30,0.00,1192.00,91.60,4.50,9.90,1192.00,17,031,050600,18.30,0.00,7.10,0.60,1092.00,54.20,500.00,2.13,6.10,21.60,0.00,1.00,2.90,23.50,2926.00,1730.00,6.30,10.70,0.00,1.80,95.60,2177.00,33,84,low,0.02
132,"Census Tract 605, Cook County, Illinois",1295.00,754.00,219.00,4.60,71.00,1.63,2.74,7.80,0.00,-666666666.00,-666666666.00,8.90,0.00,82.90,1.60,78.20,26.20,10.70,3.20,67.60,16.60,11.20,9.90,31.60,0.00,15.30,8.20,8.40,15.90,138181.00,37.30,7.30,26.70,40.60,58750.00,84750.00,51250.00,67.60,67.60,1.90,5.00,0.00,16.70,804.00,93.80,0.00,5.10,804.00,17,031,060500,47.30,0.00,14.20,18.40,754.00,23.30,578.00,2.36,4.80,24.30,0.00,0.00,3.40,46.00,3643.00,429.00,4.80,35.90,0.00,0.30,80.50,1295.00,22,44,low,0.02
133,"Census Tract 609, Cook County, Illinois",7114.00,4680.00,823.00,0.00,82.40,1.52,2.73,14.20,0.00,-666666666.00,-666666666.00,1.60,7.10,72.20,3.80,75.50,29.30,21.20,1.90,64.30,13.80,10.40,13.60,23.80,0.00,3.50,9.00,13.20,7.60,87459.00,12.60,1.50,3.50,20.80,50651.00,66848.00,56115.00,83.10,83.10,6.60,0.00,0.00,-666666666.00,5151.00,90.90,2.50,1.90,5151.00,17,031,060900,82.80,0.00,11.40,19.40,4680.00,39.00,2853.00,1.47,6.90,17.20,1.70,11.40,24.10,18.70,1905.00,1274.00,1.70,13.10,0.40,0.00,84.30,7114.00,49,213,low,0.01
134,"Census Tract 618, Cook County, Illinois",1340.00,697.00,149.00,1.00,78.60,1.75,3.06,17.70,0.00,0.00,0.00,0.00,8.10,62.90,1.40,85.70,18.80,13.50,4.60,60.80,8.30,9.70,11.80,24.50,0.00,8.30,3.30,21.40,1.60,79378.00,4.90,2.30,1.10,7.40,49375.00,61923.00,56354.00,87.90,87.90,5.90,4.00,0.00,0.00,735.00,94.80,0.00,3.60,735.00,17,031,061800,48.20,0.00,14.60,21.50,697.00,19.40,562.00,2.24,12.60,12.30,0.00,0.00,5.20,17.00,2591.00,1365.00,5.00,5.80,4.50,2.30,81.60,1340.00,8,69,low,0.01
135,"Census Tract 4005, Cook County, Illinois",1797.00,762.00,392.00,45.90,48.60,2.36,3.38,5.60,53.00,0.00,0.00,11.40,6.10,79.60,0.00,99.30,1.60,0.40,13.80,28.10,29.30,11.50,14.10,12.10,0.00,22.20,15.90,4.30,0.00,37864.00,22.30,3.90,39.00,0.00,28433.00,43250.00,29021.00,36.50,36.50,13.10,26.50,0.00,34.10,1053.00,72.40,5.70,21.80,1053.00,17,031,400500,14.20,0.00,4.00,2.50,762.00,15.10,647.00,2.10,8.70,11.40,22.60,21.70,26.10,0.00,1237.00,916.00,11.60,11.40,1.10,0.00,2.00,1797.00,32,318,high,0.02
136,"Census Tract 623, Cook County, Illinois",1602.00,698.00,299.00,2.10,57.20,2.30,2.99,19.30,23.00,0.00,0.00,0.50,2.70,85.50,0.00,91.40,7.60,20.70,2.60,72.40,1.90,4.60,15.40,30.60,0.00,0.00,2.10,10.50,36.00,279642.00,4.60,0.00,0.90,66.90,71000.00,107292.00,66818.00,95.50,95.50,0.60,0.00,0.00,0.00,720.00,96.90,0.00,0.00,720.00,17,031,062300,1.00,3.90,1.50,0.00,698.00,54.00,321.00,2.37,6.90,22.90,0.00,0.00,0.00,39.80,3650.00,1923.00,8.40,6.10,0.30,4.80,89.40,1602.00,16,36,low,0.01
137,"Census Tract 704, Cook County, Illinois",3237.00,1578.00,620.00,6.70,60.70,2.05,2.66,19.50,0.00,-666666666.00,-666666666.00,3.30,1.00,78.80,0.70,92.40,9.90,20.40,0.00,68.70,9.80,3.60,20.90,33.20,0.00,13.30,7.50,4.10,30.50,215887.00,23.30,2.50,19.00,48.70,71853.00,83000.00,75061.00,81.10,81.10,1.50,1.80,0.00,0.00,1651.00,95.60,1.40,0.00,1651.00,17,031,070400,28.50,1.60,6.40,12.30,1578.00,43.00,899.00,2.29,5.60,20.50,1.20,1.20,0.00,38.40,3356.00,1209.00,4.70,18.50,0.00,0.70,83.30,3237.00,32,92,low,0.01
138,"Census Tract 706, Cook County, Illinois",3257.00,1259.00,728.00,3.90,42.20,2.59,3.20,12.10,0.00,-666666666.00,-666666666.00,0.40,0.00,77.40,2.00,91.50,10.90,21.50,2.50,64.70,2.30,5.80,22.20,29.30,0.00,4.40,0.80,12.00,38.70,205947.00,4.70,0.70,1.50,46.20,83971.00,95951.00,91250.00,97.60,97.60,1.00,1.00,0.00,0.00,1424.00,88.40,6.10,6.60,1424.00,17,031,070600,10.60,3.70,1.40,0.80,1259.00,70.70,369.00,2.64,10.00,26.10,1.10,0.00,2.80,54.80,3566.00,1863.00,9.40,4.50,0.00,0.30,93.20,3257.00,34,97,low,0.01
139,"Census Tract 4101, Cook County, Illinois",2176.00,1252.00,400.00,7.30,68.10,1.73,2.77,9.60,0.00,0.00,0.00,3.80,3.10,68.60,3.70,78.00,29.50,5.20,7.10,63.40,17.30,8.50,2.10,17.90,0.00,16.00,7.90,13.80,4.10,69616.00,20.80,0.00,11.70,12.80,29974.00,32114.00,75417.00,67.70,67.70,15.40,7.30,0.00,8.90,1375.00,91.10,0.00,7.70,1375.00,17,031,410100,83.10,3.90,8.60,22.80,1252.00,21.60,981.00,1.62,15.70,18.80,3.30,21.40,28.80,2.60,2083.00,1202.00,6.10,16.50,3.70,1.50,50.50,2176.00,22,136,low,0.01
140,"Census Tract 4102, Cook County, Illinois",1586.00,673.00,210.00,5.10,68.80,2.01,2.66,24.50,0.00,-666666666.00,-666666666.00,1.10,2.60,63.40,8.60,72.10,31.90,6.90,10.00,67.20,13.00,3.10,4.50,11.90,0.00,12.20,6.40,12.90,5.60,68354.00,9.70,0.00,8.00,16.20,26250.00,54464.00,38958.00,85.80,85.80,4.40,14.80,0.00,0.00,726.00,92.70,0.00,7.40,726.00,17,031,410200,70.00,0.00,15.00,19.80,673.00,11.00,599.00,3.28,11.10,5.80,0.00,12.20,0.00,32.40,-666666666.00,1072.00,2.40,4.70,1.10,0.90,53.70,1586.00,6,40,low,0.0
141,"Census Tract 4106, Cook County, Illinois",2699.00,1069.00,340.00,3.40,68.20,2.43,3.58,25.00,21.00,0.00,42.90,3.10,2.90,75.50,1.00,80.10,19.80,9.50,5.70,57.70,13.10,9.20,2.10,6.70,0.00,15.40,15.30,7.90,7.20,71283.00,21.40,2.80,11.30,7.40,19805.00,39219.00,35724.00,84.00,84.00,5.00,5.90,27.00,0.00,1191.00,89.80,6.30,9.80,1191.00,17,031,410600,37.60,2.90,4.10,10.30,1069.00,37.20,671.00,2.28,8.80,20.90,7.00,16.10,14.30,26.60,2398.00,1343.00,4.20,13.30,2.90,3.30,51.70,2699.00,25,78,low,0.01
142,"Census Tract 4110, Cook County, Illinois",3169.00,1846.00,528.00,5.10,71.40,1.54,2.44,8.70,0.00,-666666666.00,-666666666.00,3.40,4.40,68.50,7.60,80.10,27.40,9.10,7.00,69.70,8.10,0.80,11.60,15.20,0.00,6.10,9.00,14.20,18.50,112866.00,33.00,0.00,3.00,31.40,48361.00,88931.00,82292.00,79.20,79.20,10.20,3.00,0.00,0.00,2153.00,85.70,4.60,15.90,2153.00,17,031,411000,79.80,0.00,18.80,15.90,1846.00,51.40,897.00,1.69,7.30,24.10,9.50,40.70,10.30,13.30,1850.00,1154.00,0.40,33.00,2.60,0.00,52.50,3169.00,74,136,low,0.02
143,"Census Tract 4308, Cook County, Illinois",1756.00,686.00,393.00,29.00,42.70,2.56,3.55,3.80,108.00,0.00,5.40,2.10,6.90,87.50,0.00,98.10,1.70,0.00,13.80,25.20,29.30,17.20,2.80,9.50,0.00,15.20,11.40,8.30,0.60,55778.00,23.20,8.00,16.00,1.00,25591.00,28578.00,41604.00,47.70,47.70,10.60,19.80,57.80,62.90,911.00,75.30,3.90,15.90,911.00,17,031,430800,0.00,0.00,0.70,4.70,686.00,40.50,408.00,2.58,12.00,36.60,7.60,16.20,20.50,0.00,1842.00,1173.00,8.90,14.60,0.00,0.00,3.20,1756.00,32,131,low,0.02
144,"Census Tract 4309, Cook County, Illinois",1572.00,681.00,323.00,31.40,52.60,2.30,3.55,4.00,27.00,0.00,11.40,10.10,9.20,82.20,0.00,96.60,6.60,0.00,18.80,26.80,19.20,7.00,8.30,7.10,1.30,24.10,15.70,11.30,0.00,51137.00,30.80,2.10,28.20,0.00,31515.00,36339.00,55500.00,51.10,51.10,5.10,29.10,38.50,54.60,812.00,83.90,9.50,11.20,812.00,17,031,430900,8.40,0.00,0.00,3.80,681.00,33.60,452.00,2.70,2.30,14.50,10.00,17.50,23.10,0.00,1661.00,894.00,5.90,19.80,0.30,0.00,0.80,1572.00,33,190,low,0.02
145,"Census Tract 4403, Cook County, Illinois",4577.00,1998.00,1084.00,30.40,45.70,2.29,3.13,5.80,36.00,0.00,22.70,8.70,8.50,96.30,0.00,97.60,3.40,0.00,19.30,38.20,17.40,9.30,10.40,7.90,0.00,15.70,9.90,14.80,1.30,56770.00,38.50,4.30,28.90,2.40,28644.00,41600.00,40187.00,55.50,55.50,12.20,9.80,0.00,5.90,2375.00,84.10,2.90,11.50,2375.00,17,031,440300,10.10,0.00,1.80,0.00,1998.00,57.80,844.00,2.52,3.90,31.10,6.20,12.10,46.30,1.80,1324.00,982.00,5.00,30.70,0.00,0.00,0.70,4577.00,129,484,high,0.03
146,"Census Tract 4406, Cook County, Illinois",1807.00,741.00,389.00,21.10,47.50,2.44,3.50,5.10,99.00,10.60,22.30,2.20,9.90,89.50,0.00,96.80,9.70,0.00,11.70,42.60,26.40,6.40,2.40,19.90,0.00,12.10,6.70,18.20,5.80,77108.00,30.40,2.80,17.80,9.00,36786.00,49286.00,44816.00,73.00,73.00,9.60,6.20,100.00,8.30,851.00,87.10,1.20,7.10,851.00,17,031,440600,0.00,0.00,0.00,0.00,741.00,85.80,105.00,2.21,1.20,27.40,10.70,28.00,28.50,1.40,1628.00,1618.00,3.40,25.70,0.00,0.00,0.00,1807.00,66,102,low,0.04
147,"Census Tract 4606, Cook County, Illinois",1008.00,363.00,228.00,32.00,37.20,2.75,3.49,6.80,87.00,0.00,26.90,6.50,4.80,82.80,0.00,90.60,19.00,0.00,18.50,12.10,42.20,7.80,4.30,13.00,0.00,12.70,29.20,15.70,0.00,40312.00,21.80,7.70,34.40,0.00,17230.00,20078.00,31667.00,38.00,38.00,18.20,15.40,-666666666.00,0.00,466.00,77.90,0.00,0.00,466.00,17,031,460600,0.00,0.00,0.90,1.30,363.00,34.20,239.00,3.61,1.90,15.20,40.30,24.20,25.00,3.20,1332.00,880.00,4.30,11.30,0.00,0.00,20.50,1008.00,26,123,low,0.03
148,"Census Tract 4109, Cook County, Illinois",3369.00,1825.00,577.00,3.90,68.40,1.79,2.78,12.90,0.00,0.00,0.00,2.40,2.70,70.40,1.90,80.60,26.60,10.20,6.90,69.40,6.60,6.90,5.10,11.00,0.00,7.40,12.70,10.90,9.40,81904.00,21.20,2.10,6.60,26.00,43933.00,59688.00,57414.00,79.60,79.60,5.10,5.70,0.00,38.70,1942.00,94.00,3.60,5.20,1942.00,17,031,410900,61.60,0.00,7.30,16.60,1825.00,40.90,1079.00,2.10,6.00,17.00,5.50,11.90,11.50,11.00,2037.00,1141.00,5.30,18.00,0.30,1.60,56.70,3369.00,38,112,low,0.01
149,"Census Tract 4303, Cook County, Illinois",2398.00,931.00,555.00,47.80,40.40,2.57,3.40,5.40,72.00,27.00,0.00,9.50,4.40,88.00,0.00,100.00,1.30,0.00,26.20,24.30,49.20,8.90,8.10,5.90,1.60,37.50,19.90,8.70,1.20,38393.00,14.40,7.00,49.40,2.00,20282.00,39828.00,20833.00,29.80,29.80,4.90,57.70,73.90,57.50,1267.00,73.50,19.50,11.40,1267.00,17,031,430300,3.60,0.60,0.00,3.50,931.00,13.70,803.00,1.95,6.00,30.40,14.80,16.40,41.40,0.00,1834.00,975.00,14.80,7.40,0.60,0.00,2.10,2398.00,40,362,high,0.02
150,"Census Tract 1706, Cook County, Illinois",2468.00,976.00,640.00,11.00,34.40,2.52,3.17,3.90,0.00,0.00,0.00,4.80,10.40,88.60,0.00,76.70,35.60,10.70,5.00,29.60,23.40,11.00,8.40,8.60,0.00,4.70,10.00,15.50,2.50,88322.00,38.20,1.40,6.10,3.80,41917.00,72875.00,42415.00,79.20,79.20,3.00,2.20,20.00,15.60,1001.00,97.50,0.70,0.00,1001.00,17,031,170600,0.00,0.00,0.00,0.70,976.00,84.00,156.00,2.67,1.10,24.70,0.00,1.50,16.60,0.70,1840.00,1098.00,6.30,23.90,0.00,1.10,92.80,2468.00,56,48,low,0.02
151,"Census Tract 6009, Cook County, Illinois",3466.00,1367.00,713.00,11.70,47.80,2.53,3.27,13.40,0.00,15.40,0.00,7.70,5.80,84.20,1.80,69.30,46.00,5.20,6.20,41.20,28.90,3.60,3.20,19.50,0.50,5.00,12.90,11.80,1.90,64259.00,17.80,5.00,10.20,3.60,30636.00,52572.00,40313.00,63.90,63.90,15.10,9.40,-666666666.00,35.30,1638.00,83.50,4.10,12.30,1638.00,17,031,600900,0.00,0.70,2.90,1.60,1367.00,37.30,857.00,3.22,6.00,22.00,4.10,2.00,18.40,4.90,1625.00,998.00,3.50,13.70,0.40,0.00,55.00,3466.00,38,113,low,0.01
152,"Census Tract 6303, Cook County, Illinois",5474.00,1249.00,1112.00,18.70,11.00,4.38,4.51,5.90,0.00,7.50,5.00,11.30,5.40,98.10,0.00,56.20,89.30,2.60,11.70,18.50,21.90,15.90,5.20,6.10,0.00,4.00,15.20,4.80,0.70,58241.00,21.70,7.70,38.80,0.80,20889.00,31582.00,25451.00,42.40,42.40,15.30,12.90,0.00,59.70,1433.00,87.20,3.70,11.30,1433.00,17,031,630300,0.60,0.00,2.30,4.50,1249.00,54.30,571.00,5.05,0.00,38.50,22.70,24.20,45.70,2.10,1646.00,911.00,6.30,7.60,0.40,0.00,59.50,5474.00,98,250,high,0.02
153,"Census Tract 4607, Cook County, Illinois",2636.00,921.00,678.00,42.50,26.40,2.83,3.33,4.30,33.00,0.00,0.00,13.80,8.50,83.60,0.00,80.10,39.50,0.10,26.00,10.80,36.90,6.80,1.10,20.40,0.00,22.70,13.00,8.10,0.00,36266.00,18.80,5.20,55.00,0.00,23098.00,45242.00,27161.00,27.10,27.10,9.10,41.20,81.40,71.80,1292.00,71.30,0.00,0.00,1292.00,17,031,460700,0.00,0.00,0.00,2.60,921.00,27.30,670.00,2.70,6.20,15.10,24.70,15.10,33.10,0.00,1321.00,689.00,13.10,14.20,0.20,0.00,33.10,2636.00,42,261,high,0.02
154,"Census Tract 4910, Cook County, Illinois",4239.00,1112.00,667.00,38.70,40.00,3.81,5.18,7.80,69.00,3.00,0.00,21.50,9.90,85.40,0.00,98.80,0.10,0.20,33.20,10.70,30.70,16.40,9.00,12.10,0.00,19.90,24.00,6.20,0.00,28132.00,38.30,7.40,61.80,0.00,12688.00,34063.00,26786.00,34.30,34.30,6.90,42.70,84.20,56.80,1728.00,64.40,9.40,8.30,1728.00,17,031,491000,8.00,0.00,1.80,5.40,1112.00,46.60,594.00,3.10,0.00,21.80,54.80,30.50,5.20,0.00,1426.00,1047.00,3.40,15.30,0.00,0.00,2.20,4239.00,127,753,high,0.03
155,"Census Tract 8103.01, Cook County, Illinois",4341.00,1475.00,1006.00,8.30,31.80,2.87,3.64,2.30,0.00,0.00,0.00,4.80,5.50,89.90,3.40,70.50,36.50,6.30,4.10,49.40,18.40,7.20,3.90,12.20,0.40,3.10,8.20,16.80,10.80,97737.00,23.70,5.40,9.40,14.70,40403.00,63056.00,58250.00,75.90,75.90,8.20,12.90,21.10,50.00,1554.00,94.90,0.00,11.00,1554.00,17,031,810301,4.00,0.00,2.10,0.00,1475.00,71.60,419.00,3.09,2.70,32.50,0.70,4.30,14.70,6.80,2153.00,1085.00,4.80,20.20,1.30,0.00,59.30,4341.00,172,9,low,0.04
156,"Census Tract 7108, Cook County, Illinois",4741.00,1943.00,1147.00,34.20,41.00,2.44,3.33,2.60,79.00,7.90,4.60,13.70,7.60,92.10,0.30,96.20,1.40,0.00,20.40,28.30,15.50,16.00,1.50,19.90,0.00,16.50,15.90,4.10,0.70,58236.00,36.30,8.60,31.70,0.00,35284.00,41345.00,36619.00,49.90,49.90,6.60,23.50,0.00,41.50,2358.00,82.40,14.60,2.40,2358.00,17,031,710800,3.60,0.00,0.60,2.90,1943.00,35.60,1251.00,2.93,5.20,19.70,16.90,33.50,20.80,0.00,1354.00,876.00,3.70,18.50,0.00,0.00,0.10,4741.00,81,662,high,0.02
157,"Census Tract 7304, Cook County, Illinois",4067.00,1358.00,1010.00,27.00,25.60,2.98,3.55,2.80,43.00,0.00,15.00,6.50,5.90,89.80,0.00,97.90,3.10,0.20,8.40,29.70,30.10,10.90,5.90,9.00,0.00,6.20,1.90,17.20,3.70,74467.00,37.40,3.00,22.80,5.00,31484.00,52250.00,48899.00,65.90,65.90,4.50,12.20,0.00,23.00,1434.00,94.70,0.00,7.20,1434.00,17,031,730400,0.90,0.00,0.00,0.00,1358.00,78.40,293.00,2.93,2.30,23.30,18.20,27.20,23.30,0.00,1627.00,1243.00,5.90,21.60,1.80,0.00,3.70,4067.00,128,400,high,0.03
158,"Census Tract 7505, Cook County, Illinois",5893.00,2068.00,1331.00,30.90,35.60,2.69,3.52,2.40,0.00,0.00,13.40,10.70,8.30,90.60,0.50,94.60,4.40,5.90,15.20,36.30,26.00,5.30,5.60,12.70,0.00,9.00,5.50,11.60,4.00,76569.00,43.00,6.10,10.90,3.60,35419.00,37024.00,51861.00,64.30,64.30,9.80,19.20,0.00,39.70,2346.00,88.20,3.00,9.40,2346.00,17,031,750500,14.00,0.00,1.30,2.50,2068.00,61.10,805.00,2.99,4.50,16.40,26.20,11.20,6.30,1.20,1764.00,1164.00,3.30,28.60,0.50,0.00,20.30,5893.00,263,483,high,0.04
